,id,uid,sid,sname,time,key,value,date_time
0,8129,9263,296,Delta,2025-03-07,StdlSeries,"07-03-2025|1375.55,1389.6,1388.35,1389.65,1393.95,1390.45,1391.9,1399.3,1390.00,1388.3,1398.65,1397.65,1395.30,1396.35,1399.95,1397.4,1389.35,1389.7,1388.6,1382.3,1385.95,1384.60,1386.1,1385.05,1391.15,1395.85,1395.85,1391.7,1385.45,1379.2,1385.45,1388.95,1387.45,1390.90,1376.55,1379.7,1380.35,1376.90,1381.85,1373.7,1374.7,1371.95,1370.15,1365.95,1362.2,1363.15,1363.65,1363.4,1361.40,1357.55,1361.35,1357.70,1357.70,1350.65,1353.15,1355.15,1354.45,1362.65,1357.95,1353.30,1354.2,1357.1,1356.75,1355.20,1349.70,1354.35,1346.05,1350.85,1350.8,1351.4,1352.35,1352.30,1356.25,1357.3,1360.15,1359.25,1360.9,1356.60,1357.40,1357.05,1361.85,1363.85,1359.2,1361.2,1359.75,1360.75,1362.7,1358.15,1365.05,1359.15,1360.2,1361.85,1360.65,1361.75,1354.00,1364.8,1365.85,1361.55,1363.6,1353.1,1357.25,1355.85,1355.40,1352.65,1355.6,1356.25,1348.6,1348.4,1346.10,1348.65,1347.85,1346.90,1351.15,1349.90,1349.00,1350.05,1351.3,1352.8,1347.35,1350.90,1347.0,1350.95,1348.6,1346.85,1351.8,1354.85,1345.2,1350.95,1349.55,1348.4,1346.65,1343.65,1342.25,1345.75,1348.50,1347.4,1351.3,1347.90,1349.8,1348.20,1348.25,1348.00,1349,1344.55,1346.35,1351,1350,1350.20,1348.55,1348.95,1349.9,1346.85,1350.95,1354.50,1359.20,1354.15,1355,1356.15,1351.9,1353.30,1352.45,1357.1,1355.40,1353.95,1355.2,1351.9,1356.15,1362.05,1364.65,1354.3,1359.5,1351.05,1349.65,1352.40,1350.95,1361.4,1356,1348.65,1353.3,1354.45,1348.90,1349.30,1352.05,1354,1359.80,1358,1359.55,1357.05,1357.1,1350.7,1347.85,1352.35,1348,1350.65,1351.3,1349.65,1346.95,1341.75,1341.85,1338.30,1338.7,1343.15,1339.05,1340.05,1340.2,1340.05,1340.60,1333.35,1337.0,1336.15,1337.15,1336.30,1344.20,1344.4,1344.05,1340.1,1344.45,1348.25,1347.8,1346.85,1343.60,1342.05,1340.95,1338.1,1341.25,1342.8,1344.75,1345.65,1342.20,1342.2,1340.5,1343.95,1344.6,1346.20,1343.7,1348.35,1345.5,1348.75,1351.5,1348.15,1341.2,1344.05,1340.5,1337.15,1332.1,1335.95,1332.65,1335.75,1337.55,1331.15,1336.15,1333.25,1324.75,1326.95,1325.75,1330.7,1332.40,1328.15,1329.10,1330.30,1327.5,1327,1327.15,1330.0,1325.5,1329.75,1331.9,1330.55,1325,1334,1335.35,1334.05,1334.25,1337.20,1333.9,1338.55,1343.45,1349.15,1343.05,1341.55,1342.70,1345.10,1341.85,1344.9,1335.9,1334.25,1338.6,1335.15,1334.55,1338.45,1335.90,1335,1335.05,1332.65,1335.65,1339.00,1341.40,1333.35,1334.45,1334.50,1336.00,1331,1330.80,1331.05,1330.70,1335.15,1334.9,1342.3,1344.35,1341.40,1340.35,1341.75,1339.55,1341.50,1344.5,1340.60,1344.70,1342.65,1328.2,1324.70,1325.55,1324.25,1322.85,1322.2,1321.85,1325.5,1320.75,1324.55,1324.2,1324.30,1324.70,1328.90,1326.25,1327.55,1326.35,1327.40,1327.7,1328.15,1326.10,1325.85,1326,1322.90,1322,1318.70,1316.05,1318.7,1314.1,1317.95,1317.75,1317.75,1319.65,1317.85,1322.0,1320.95,1322.85,1324.25,1325.60,1324.8,1327.7,1328.70,1332.25,1325.2,1328,1325.35,1330.6,1332.40,1334.10,1333.40,1332.6,1336.6,1338.55,1337.3,1335.90,1327.75,1331.95",2025-03-07 16:16:50.193986
1,8131,9263,300,Delta,2025-03-07,StdlSeries,"07-03-2025|549.30,549.75,561.6,555.80,556.4,555.3,551.80,557.15,552.2,553.00,551.60,552.2,549.9,546.35,550.55,553.95,548.70,551.85,549.60,547.05,545.40,548,547.05,547.40,549.50,548.45,548.95,549.90,546.6,549.40,550.95,544.45,551.40,550.3,548.9,545.35,542.4,544.40,545.30,546.30,547.8,547.35,546.45,549.05,542.50,541.25,543.95,535.4,538.50,543.15,544.5,543.80,547.6,546.10,541.75,543.35,546.05,544.4,543.3,545.45,542.15,540.9,535.55,537.9,542.7,543.10,535.05,540.3,539.85,544,543.05,546.85,542.60,541.8,539.25,538.70,538.70,534.9,534,538.3,540.45,540.85,538.35,536.15,535.55,540.45,537.3,540.75,540.9,539.75,539.55,540.25,543.80,537.75,540.35,537.35,541.05,541.70,538.95,544.30,537.95,541.4,544.90,539.05,540.95,540.7,541.9,538.40,537.2,538.75,532.45,534.10,533.8,532.95,538.00,536.3,539.85,535.65,536.35,534.30,536.35,534.55,534.05,540.45,535.95,535.15,535.15,534.25,533.95,534.15,532.15,532.35,534.15,536.35,532.55,529.8,532.35,531.45,531.60,534.55,535.25,534.2,532.3,531.55,538.90,533.10,529.85,534.40,533.5,531.7,535.2,530.85,535.4,536.05,535.35,531.70,534.7,536,533.6,534.00,534.80,534.95,534.15,535.00,533.55,533.95,535.85,532.85,537.9,537.55,534.0,532.15,533.00,531.00,541.65,536.65,538.15,536.5,538.90,537.85,538,542.65,540.2,546.15,545.2,542.3,543.00,544.75,546.55,546.75,543.60,546.75,544.10,548.45,546.35,546.1,541.30,542.3,545.7,539.85,539.85,537.8,539.0,540.45,543.1,538.65,546.05,539.05,538.35,536.65,540.30,545,550.00,548.50,547.95,542.7,544.25,542.25,545.45,548.7,544.25,541.1,540,543.15,545.1,547.05,544.4,544.45,542.95,541.10,540.65,544.20,544.70,545.85,542,550.4,542.6,544.95,544.95,543.15,549.65,543.00,540.9,548.0,544,540.75,543.35,542.75,545.75,543.35,545.85,539.55,542.95,540,540.85,542.05,541.6,543.65,545.1,535.85,536.5,540.1,542.6,539.85,534.75,535.0,539.70,539.3,537.00,541.85,536.95,534.55,537.05,537.7,532.55,533.4,529.35,537.00,536.25,534.65,537.45,539.55,539.1,538.40,539.35,533.10,539.7,534.8,531.75,535.00,534.7,533.05,534.3,532.55,533.65,530.55,537.75,531.95,534.5,536.15,533.75,533.75,532.3,532.7,532.2,535.1,530.4,530.30,532.8,533.45,528.5,528.25,529.15,528.25,531.00,526.85,528.8,529.25,532.8,526.35,524.1,526.8,526.90,531.65,529.45,528.15,528.15,524.2,529.6,530.25,533.35,527.25,531.50,530,529.35,529.35,526.80,528.75,522.45,525.25,529.10,528.60,523.30,528.15,523.95,525.05,526.85,525.45,523.45,526.50,527.75,526.1,526.15,524.2,526.85,528.3,530.85,530.35,528.3,525.85,528.75,531.35,532.15,529.95,533.9,538.95,536.4,536.5,531.35,537.05,536.6,532.85,534.95,528.35,526.95",2025-03-07 16:16:50.193986
2,8114,9263,297,Delta,2025-03-07,StdlSeries,"07-03-2025|541.20,548.0,543.05,548.10,550.90,546.3,543.70,544.75,546.20,539.9,543.95,544.25,542.35,542.15,541.95,541.90,539.25,537.95,539.5,537.7,541.35,539.9,538.55,538.90,536.70,540.05,539.00,540.05,538.60,536.7,538.15,539.80,540.85,541.15,540.5,536.7,537.45,538.7,538.15,538.15,536.30,534.20,535.55,536.15,536.95,535.45,536.4,538.2,532.75,528.35,528.85,529.7,528.55,529.1,527.7,527.55,526.55,528.9,527.30,529.70,527.25,529.15,533.1,527.10,531.15,530.85,530.1,527.85,527.9,527.85,528.65,529.3,528,527.7,530.25,528.15,530.65,528.95,528.95,528.9,531.45,532.40,530.55,531.45,531.15,531.85,531.4,532.2,531.35,531.7,531.9,530.65,530.20,530.5,531.4,530.6,529.15,530.9,531.75,530.00,530.10,530.90,531.5,531.5,531.00,529.85,528.8,527.05,527.80,528.8,529.60,528.00,528.70,528.60,528.95,529.8,527.6,529.10,529.25,529.0,528,533.1,529.4,529.2,530.85,532.85,530.70,530.7,530.85,528.15,529.15,528.10,526.95,525.0,526.35,527.10,526.90,529.80,528.6,528.20,528.70,527.65,525.85,528.40,528.10,526.25,527.45,528.55,528.05,528.50,528.15,528.25,525.65,530.95,536.80,528.10,529.50,534.90,528.0,528.85,528,524.35,528.60,529.3,529.7,528.55,535.20,534.85,534.25,531.8,532.40,532.05,532,533.35,533.0,533.70,532.25,533.55,532.1,534.05,531.75,533.95,534.85,534.35,534.9,535.10,534.35,533,534.4,533.05,531.4,531.45,534.5,533.0,534.05,534.20,525.4,523.65,523.0,525.35,525.05,523.35,524.45,524.30,525.05,523.7,523.1,523.65,525.5,524.05,523.85,530.75,530.8,530,529.7,531.75,533.05,529.45,532.6,530.65,531.65,530.15,522.95,523.90,522.35,529.35,530.5,528.75,528.3,529.45,533,528.25,528.30,527.05,528.10,528.5,526.65,527.65,528.45,528.20,528.4,528.95,528.20,527.85,528.10,523.25,521.1,521.60,521.75,520.55,528.8,522.30,521.85,521.05,521.75,519.3,525.75,519.05,528.60,520.85,523.2,522.60,522.0,523.05,520.85,521.5,521.05,519.45,520.7,521.35,520.60,520.95,519.10,520.1,523.75,529.75,529.25,527.9,524.8,526.05,525.45,526.25,526,527.60,528.5,527,525.9,526.05,526.85,526.15,527.05,527.40,525.8,527.60,526.55,527.70,526.35,525.00,525.70,527,526.4,526,518.15,518.25,519.3,520.4,518.8,521.45,522.85,523.55,521.2,521.9,522.1,523.55,523.45,521.7,523.65,522.0,521.95,520.75,520.80,520.0,519.65,518.90,519.4,520.10,518.6,520.1,519.25,519.15,519.35,521.40,520.25,521.6,520.55,522.15,520.25,520.35,518.90,520.00,521.75,519.5,519.15,517.75,518.95,517.6,517.1,519.15,516.2,517.05,517.80,520.25,518.25,517.15,517.15,519,518.05,518,520.8,521.15,528.65,528.90,527.90,527.95,529.45,529.1,529.55,530.2,530.65,530.25,528.15,527.95,526.95,525.95,520.95",2025-03-07 16:16:50.193986
3,8117,9263,298,Delta,2025-03-07,StdlSeries,"07-03-2025|307.35,308.20,311.95,311.15,310.75,309.45,311.1,314.30,312.9,306.10,308.60,310.10,309.8,308.45,308.3,308.50,306.50,304.8,305.4,303.75,300.35,298.65,304.45,303.65,303.40,306.65,307.40,306.05,303.35,302.25,303.65,303.75,303.9,302.85,300.8,300.35,301.30,301.7,299.75,299.1,297.25,298.05,297.95,291.85,289.9,291.25,291.5,291.95,294.1,290.35,292.25,292.7,290.75,293.85,292.85,291.85,292.9,291.45,290.75,296.5,294.80,297.15,303.35,297.3,298.25,298.4,296.15,295.45,294.35,295.65,295.65,295.7,295.75,294.3,293.80,294.05,294.50,294.05,293.85,294.95,296.25,297.75,294.65,295.45,295.6,297.85,296.95,296.35,297.0,296.3,296.5,296.45,295.95,296.7,299.1,297.85,296.1,296.15,295.45,293.40,294.2,295.3,295.95,295.55,296.00,294.7,292.45,291.85,290.9,292.3,293.2,293.0,292.15,292.40,294.7,294.5,294.75,293.95,296.85,294.4,294.75,290.6,287.2,294.85,292.5,294.15,292.25,293.7,292.5,291.85,291.9,289.4,287.8,288.35,288.9,290.15,290.95,290.5,289.8,290.40,289.25,287.20,288.05,287.60,288.0,288.0,287.7,287.55,287.8,288.4,287.85,287.30,288.3,292.15,290.5,289.4,290.20,291.85,288,289.85,288.45,289.7,289.25,287.45,289.0,288.75,288.8,297.60,296.5,288.35,290.1,287.9,288.0,290.05,296.3,295.55,295.8,294.35,294.75,294.65,286.80,295.1,295.6,297.05,295.3,294.45,294.80,294.7,295.75,295.65,288.75,289.85,288.30,288.85,289.15,287.95,286.00,284.05,284.3,284.00,283.85,284.40,281.70,282.75,282.8,281.65,280.90,282.1,281.75,283.2,282.85,282.25,280.95,281.35,282.05,283,283.65,283.6,284,282.4,281.1,280.65,280.35,279.6,279.5,280.3,280.00,281.25,280.5,280.55,279.15,279.80,281.15,279.65,281.70,288.25,281.15,287.75,288.55,282.75,281.90,280.80,281.10,279.55,277.6,279.2,278.4,277.9,278.55,279.00,278.45,278.3,278.45,278.25,277.95,277.35,276.55,276.85,276.6,276.65,277.35,278.0,277.55,277.35,277.4,275.95,277.35,276.85,277.3,276.8,276.75,276.35,276.9,276.95,277.35,277.55,278.3,287.6,280.6,279.9,286.85,286.8,286.10,286.05,280.5,278.85,279.75,279.35,277.25,277.7,278.5,276.0,276.65,276.45,276.65,277.85,276.65,274.8,275.85,275.20,274.7,275.2,273.65,274.30,274.80,276.95,276.55,277.1,276.75,277.25,277.15,278.25,279.25,278.55,278.70,277.75,277.5,277.0,278.3,278.75,277.70,277.05,274.85,273.90,274.50,273.90,273.3,276.05,275.70,275,276.55,275.45,274.55,276.65,276.55,275.35,273.6,273.55,273.15,272.40,274.5,274.3,274.8,274.05,274.45,270.10,270.70,271.55,269.4,270.80,270.25,270.3,271.7,271.8,271.05,272.05,273.35,273.8,275.55,277.05,275.85,274.6,275.65,275.50,276.7,278.05,276.55,278.35,277.75,276.35,275.95,275.35,273.3,272.95,267.9",2025-03-07 16:16:50.193986
4,8118,9263,299,Delta,2025-03-07,StdlSeries,"07-03-2025|651.50,669.80,671.75,661.60,661.45,679.9,676.70,672.35,682.25,671.75,671.3,669.00,669.55,670.05,675.85,669.65,677.45,666.1,668.45,663,671.60,669.90,665.35,668.3,672.65,661.20,665.60,665.60,668.4,664.55,672.25,664.35,667.10,665.05,661.00,657.5,660.3,660.3,660.6,667.65,659.00,664.65,665,662.95,658.75,663.1,657.5,665.15,656.5,655.35,650.7,650.7,650.7,663.95,652.95,650.00,654.10,658.20,654.95,658,656.10,660.8,656.7,658.65,653.20,654.1,653.5,649.90,649.25,648.35,656.85,657.95,656.75,654.25,653.65,655.65,655.75,652.95,652.95,655.75,655.2,652.55,652.05,655.3,653.4,656.85,659.5,650.05,657.0,655.9,660.00,660.00,659.55,665.65,661.2,658.0,658.0,660.35,657.25,654.45,656.65,660.65,660.65,651.45,648.25,650.8,643.35,643.35,642.8,642.8,653.95,650.90,650.90,650.90,650.90,651.3,651.3,651.95,646.45,646.95,645.65,650.6,649.95,646.1,651,651.2,652.8,650.8,649.80,649.45,648.1,662.05,655.7,656.65,650.40,651.00,652.95,648.4,648.7,651.0,653,644.25,646.90,647.80,650.15,650.15,650.15,652.55,652.55,652.55,653.6,653.6,646.3,639.6,655.4,658.6,658.6,658.6,657.95,657.95,648.75,648.70,648.70,648.70,652.20,654.15,658.10,653.55,657.1,654.5,654.7,653.35,654.1,654.1,655.0,654.35,658.10,654.5,654.4,654.7,658.45,654.75,655.20,655.55,655.85,656.0,656.5,655.75,655.45,654.60,656.25,655.8,655.05,655.35,657.25,657.0,659.85,652.9,654.85,654.8,653.05,646.85,656.85,654.9,651.8,651.8,653.75,649.05,649.05,649.8,646.6,651.95,651.4,651.25,652.05,652.2,650.95,651.10,650.90,650.05,643.1,650.30,649.1,649.80,649.35,650.65,648.25,650.60,648.90,648.15,650.5,647.4,646.45,646.65,649.50,649.75,646.4,646.4,643.6,650.4,652.4,653.2,654.0,643.85,646.2,646.2,643.15,643.15,644.25,642.9,643.7,639.85,639.85,644.35,644.35,639.35,639.35,639.35,643.95,640.70,644.85,643.6,645.85,644.75,646.65,642.1,642.85,642.85,642.25,644.50,638.10,639.25,640.05,640.90,641.05,644.8,644.85,647.65,640.90,640.75,645.90,642.60,643.45,643.5,639.5,645.9,645.65,641.35,641.35,646.4,640.45,640.05,639.5,639.5,643.70,644.1,644,641,643.75,640.10,641.8,642.05,640.15,640.6,642.9,641.4,639.95,643.3,643.3,643.3,643.1,643.1,644.75,645.35,642.7,642.15,646,640.15,636.0,636.0,646.8,646.8,646.8,637.15,637.15,637.15,637.15,631.50,628.85,636.6,638.55,634,634,633,633,633.1,633.1,633.1,633.1,633.1,633.1,635.75,635.75,632.25,633.70,631.3,636.2,636.2,626.1,627.65,633.35,634.65,637.95,632.65,630.05,631.80,631.80,634.50,634.50,639.40,639.5,638.2,638.65,640.25,640.05,640.9,640.7,640.75,641.80,641.9,643.20,642.4,642.55,640.50,643",2025-03-07 16:16:50.193986
