,symbol,date_timestamp,open,low,high,close,volume,expiry,expiry_type
203,NIFTY,2024-10-17 12:38:00,24861,24860,24866,24860,4425,2024-10-31 14:30:00,I
204,NIFTY,2024-10-17 12:39:00,24860,24859,24865,24862,11500,2024-10-31 14:30:00,I
205,NIFTY,2024-10-17 12:40:00,24860,24860,24866,24865,3150,2024-10-31 14:30:00,I
206,NIFTY,2024-10-17 12:41:00,24865,24860,24866,24860,4750,2024-10-31 14:30:00,I
207,NIFTY,2024-10-17 12:42:00,24860,24854,24860,24854,11150,2024-10-31 14:30:00,I
208,NIFTY,2024-10-17 12:43:00,24854,24852,24856,24854,6075,2024-10-31 14:30:00,I
209,NIFTY,2024-10-17 12:44:00,24855,24850,24855,24852,6975,2024-10-31 14:30:00,I
210,NIFTY,2024-10-17 12:45:00,24850,24846,24851,24846,11525,2024-10-31 14:30:00,I
211,NIFTY,2024-10-17 12:46:00,24849,24838,24849,24843,19750,2024-10-31 14:30:00,I
212,NIFTY,2024-10-17 12:47:00,24838,24832,24841,24836,32700,2024-10-31 14:30:00,I
213,NIFTY,2024-10-17 12:48:00,24835,24834,24845,24840,15550,2024-10-31 14:30:00,I
214,NIFTY,2024-10-17 12:49:00,24843,24843,24855,24855,13000,2024-10-31 14:30:00,I
215,NIFTY,2024-10-17 12:50:00,24850,24850,24856,24853,7500,2024-10-31 14:30:00,I
216,NIFTY,2024-10-17 12:51:00,24853,24853,24862,24861,7475,2024-10-31 14:30:00,I
217,NIFTY,2024-10-17 12:52:00,24861,24860,24866,24866,18275,2024-10-31 14:30:00,I
218,NIFTY,2024-10-17 12:53:00,24866,24860,24866,24865,14700,2024-10-31 14:30:00,I
219,NIFTY,2024-10-17 12:54:00,24864,24860,24864,24863,11800,2024-10-31 14:30:00,I
220,NIFTY,2024-10-17 12:55:00,24863,24859,24867,24863,12475,2024-10-31 14:30:00,I
221,NIFTY,2024-10-17 12:56:00,24863,24862,24867,24865,5800,2024-10-31 14:30:00,I
222,NIFTY,2024-10-17 12:57:00,24866,24856,24867,24856,4700,2024-10-31 14:30:00,I
223,NIFTY,2024-10-17 12:58:00,24856,24856,24868,24865,2825,2024-10-31 14:30:00,I
224,NIFTY,2024-10-17 12:59:00,24865,24861,24872,24868,8725,2024-10-31 14:30:00,I
225,NIFTY,2024-10-17 13:00:00,24869,24863,24871,24866,14425,2024-10-31 14:30:00,I
226,NIFTY,2024-10-17 13:01:00,24866,24865,24870,24865,3950,2024-10-31 14:30:00,I
227,NIFTY,2024-10-17 13:02:00,24866,24860,24866,24860,6125,2024-10-31 14:30:00,I
228,NIFTY,2024-10-17 13:03:00,24860,24860,24864,24864,8000,2024-10-31 14:30:00,I
229,NIFTY,2024-10-17 13:04:00,24861,24861,24867,24866,7475,2024-10-31 14:30:00,I
230,NIFTY,2024-10-17 13:05:00,24866,24858,24866,24859,3975,2024-10-31 14:30:00,I
231,NIFTY,2024-10-17 13:06:00,24859,24859,24866,24862,2250,2024-10-31 14:30:00,I
232,NIFTY,2024-10-17 13:07:00,24865,24862,24869,24865,3750,2024-10-31 14:30:00,I
233,NIFTY,2024-10-17 13:08:00,24864,24852,24864,24858,6250,2024-10-31 14:30:00,I
234,NIFTY,2024-10-17 13:09:00,24858,24854,24860,24858,4825,2024-10-31 14:30:00,I
235,NIFTY,2024-10-17 13:10:00,24858,24853,24860,24857,2925,2024-10-31 14:30:00,I
236,NIFTY,2024-10-17 13:11:00,24857,24856,24861,24860,3825,2024-10-31 14:30:00,I
237,NIFTY,2024-10-17 13:12:00,24860,24854,24862,24854,1650,2024-10-31 14:30:00,I
